Lever position,Ship speed,Gas Turbine (GT) shaft torque (GTT) ,GT rate of revolutions (GTn),Gas Generator rate of revolutions (GGn),Starboard Propeller Torque (Ts) ,Hight Pressure (HP) Turbine exit temperature (T48) ,GT Compressor outlet air temperature (T2) ,HP Turbine exit pressure (P48) ,GT Compressor outlet air pressure (P2),GT exhaust gas pressure (Pexh) ,Turbine Injecton Control (TIC) ,Fuel flow (mf),GT Compressor decay state coefficient,GT Turbine decay state coefficient
4.16,12,14700,1550,7760,114,630,604,1.66,8.86,1.02,16.7,0.331,0.98,0.995
5.14,15,21600,1920,8480,175,696,635,2.08,11,1.03,24.5,0.486,0.98,0.995
6.18,18,29800,2310,8820,246,763,665,2.51,13.1,1.03,33.5,0.664,0.98,0.995
7.15,21,39000,2680,9130,332,814,687,2.97,15.4,1.04,43.2,0.855,0.98,0.995
8.21,24,51000,3090,9310,438,911,729,3.58,18.3,1.04,59.3,1.17,0.98,0.995
9.3,27,72800,3560,9760,645,1060,775,4.51,22.5,1.05,88.1,1.74,0.98,0.995
1.14,3,3350,1410,6710,11.3,527,558,1.22,6.52,1.02,0,0.16,0.98,0.996
2.09,6,5900,1390,6820,31.2,570,569,1.31,6.98,1.02,0,0.215,0.98,0.996
3.14,9,8380,1390,7100,60.3,575,578,1.39,7.44,1.02,11.9,0.235,0.98,0.996
4.16,12,14700,1550,7770,114,629,604,1.66,8.85,1.02,16.7,0.33,0.98,0.996
5.14,15,21600,1920,8480,175,695,634,2.08,11,1.03,24.5,0.485,0.98,0.996
6.18,18,29800,2310,8820,246,762,664,2.51,13.1,1.03,33.5,0.663,0.98,0.996
7.15,21,39000,2680,9130,332,813,687,2.97,15.4,1.04,43.1,0.854,0.98,0.996
8.21,24,51000,3090,9310,438,910,729,3.58,18.3,1.04,59.2,1.17,0.98,0.996
9.3,27,72800,3560,9760,645,1060,775,4.51,22.4,1.05,88,1.74,0.98,0.996
1.14,3,4510,1410,6710,11.1,560,563,1.26,6.73,1.02,0,0.2,0.98,0.997
2.09,6,6070,1390,6830,31,574,569,1.31,7,1.02,0,0.22,0.98,0.997
3.14,9,8380,1390,7100,60.3,575,578,1.39,7.43,1.02,11.8,0.234,0.98,0.997
4.16,12,14700,1550,7770,114,628,604,1.66,8.84,1.02,16.6,0.329,0.98,0.997
5.14,15,21600,1920,8490,175,694,634,2.08,11,1.03,24.4,0.484,0.98,0.997
6.18,18,29800,2310,8820,246,761,664,2.51,13.1,1.03,33.4,0.661,0.98,0.997
7.15,21,39000,2680,9130,332,812,687,2.97,15.4,1.04,43,0.852,0.98,0.997
8.21,24,51000,3090,9310,438,909,729,3.58,18.3,1.04,59.1,1.17,0.98,0.997
9.3,27,72800,3560,9760,645,1060,775,4.51,22.4,1.05,87.9,1.74,0.98,0.997
1.14,3,6490,1390,6700,9.74,615,570,1.32,7.05,1.02,0,0.268,0.98,0.998
2.09,6,6100,1390,6830,30.9,574,569,1.31,7,1.02,0,0.221,0.98,0.998
3.14,9,8380,1390,7100,60.3,574,578,1.39,7.42,1.02,11.8,0.234,0.98,0.998
4.16,12,14700,1550,7770,114,628,604,1.66,8.83,1.02,16.6,0.328,0.98,0.998
5.14,15,21600,1920,8490,175,693,634,2.08,11,1.03,24.4,0.483,0.98,0.998
6.18,18,29800,2310,8820,246,760,664,2.51,13.1,1.03,33.3,0.66,0.98,0.998
7.15,21,39000,2680,9130,332,811,687,2.97,15.4,1.04,43,0.851,0.98,0.998
8.21,24,51000,3090,9310,438,908,728,3.58,18.3,1.04,59,1.17,0.98,0.998
9.3,27,72800,3560,9760,645,1060,775,4.51,22.4,1.05,87.8,1.74,0.98,0.998
1.14,3,6970,1380,6700,9.06,630,571,1.33,7.11,1.02,2.38,0.29,0.98,0.999
2.09,6,6350,1390,6830,30.5,581,570,1.32,7.04,1.02,1.09,0.23,0.98,0.999
3.14,9,8380,1390,7100,60.3,573,578,1.39,7.41,1.02,11.8,0.233,0.98,0.999
4.16,12,14700,1550,7770,114,627,603,1.66,8.82,1.02,16.5,0.328,0.98,0.999
5.14,15,21600,1920,8490,175,693,634,2.08,11,1.03,24.3,0.481,0.98,0.999
6.18,18,29800,2310,8820,246,759,664,2.51,13.1,1.03,33.3,0.659,0.98,0.999
7.15,21,39000,2680,9130,332,810,687,2.97,15.4,1.04,42.9,0.849,0.98,0.999
8.21,24,51000,3090,9310,438,907,728,3.58,18.2,1.04,58.9,1.17,0.98,0.999
9.3,27,72800,3560,9760,645,1060,775,4.51,22.4,1.05,87.7,1.74,0.98,0.999
1.14,3,7020,1350,6680,7.49,638,571,1.32,7.08,1.02,17.4,0.309,0.98,1
2.09,6,6490,1390,6830,30.2,584,570,1.32,7.05,1.02,2.34,0.236,0.98,1
3.14,9,8380,1390,7110,60.3,572,577,1.39,7.41,1.02,11.7,0.232,0.98,1
4.16,12,14700,1550,7770,114,626,603,1.66,8.81,1.02,16.5,0.327,0.98,1
5.14,15,21600,1920,8490,175,692,634,2.08,11,1.03,24.3,0.48,0.98,1
6.18,18,29800,2310,8820,246,757,664,2.51,13.1,1.03,33.2,0.657,0.98,1
7.15,21,39000,2680,9130,332,809,686,2.97,15.4,1.04,42.8,0.847,0.98,1
8.21,24,51000,3090,9310,438,906,728,3.58,18.2,1.04,58.8,1.17,0.98,1
9.3,27,72800,3560,9760,645,1060,775,4.51,22.3,1.05,87.6,1.73,0.98,1
1.14,3,3680,1390,6640,10,555,562,1.23,6.7,1.02,4.06,0.19,0.981,0.975
2.09,6,3130,1380,6760,28.3,509,560,1.21,6.59,1.02,3.18,0.134,0.981,0.975
3.14,9,8380,1390,7040,60.3,592,581,1.39,7.59,1.02,12.6,0.249,0.981,0.975
4.16,12,14700,1550,7720,114,647,607,1.66,9.04,1.02,17.5,0.347,0.981,0.975
5.14,15,21600,1920,8470,175,715,638,2.09,11.2,1.03,25.6,0.507,0.981,0.975
6.18,18,29800,2310,8790,246,784,669,2.51,13.4,1.03,34.9,0.692,0.981,0.975
7.15,21,39000,2680,9120,332,834,690,2.98,15.8,1.04,44.8,0.887,0.981,0.975
8.21,24,51000,3090,9300,438,931,732,3.6,18.7,1.04,61.2,1.21,0.981,0.975
9.3,27,72800,3560,9740,645,1080,778,4.54,23,1.05,90.1,1.78,0.981,0.975
1.14,3,4160,1390,6650,9.94,569,564,1.25,6.79,1.02,3.97,0.206,0.981,0.976
2.09,6,3230,1380,6760,28.7,511,560,1.22,6.61,1.02,2.02,0.136,0.981,0.976
3.14,9,8380,1390,7040,60.3,591,581,1.39,7.58,1.02,12.5,0.248,0.981,0.976
4.16,12,14700,1550,7720,114,646,607,1.66,9.03,1.02,17.5,0.346,0.981,0.976
5.14,15,21600,1920,8470,175,714,638,2.09,11.2,1.03,25.6,0.506,0.981,0.976
6.18,18,29800,2310,8800,246,783,669,2.51,13.4,1.03,34.9,0.69,0.981,0.976
7.15,21,39000,2680,9120,332,833,690,2.98,15.8,1.04,44.7,0.885,0.981,0.976
8.21,24,51000,3090,9300,438,930,732,3.6,18.7,1.04,61.1,1.21,0.981,0.976
9.3,27,72800,3560,9740,645,1080,778,4.54,23,1.05,90,1.78,0.981,0.976
1.14,3,4840,1390,6650,9.58,588,567,1.27,6.9,1.02,4.24,0.229,0.981,0.977
2.09,6,3470,1380,6770,29.4,517,561,1.23,6.65,1.02,0.327,0.142,0.981,0.977
3.14,9,8380,1390,7050,60.3,590,581,1.39,7.57,1.02,12.5,0.247,0.981,0.977
4.16,12,14700,1550,7730,114,645,607,1.66,9.02,1.02,17.5,0.346,0.981,0.977
5.14,15,21600,1920,8470,175,713,638,2.09,11.2,1.03,25.5,0.505,0.981,0.977
6.18,18,29800,2310,8800,246,782,668,2.51,13.4,1.03,34.8,0.689,0.981,0.977
7.15,21,39000,2680,9120,332,832,690,2.98,15.7,1.04,44.6,0.883,0.981,0.977
8.21,24,51000,3090,9300,438,929,732,3.6,18.7,1.04,61,1.21,0.981,0.977
9.3,27,72800,3560,9740,645,1080,778,4.53,23,1.05,89.9,1.78,0.981,0.977
1.14,3,5420,1380,6640,9.05,606,569,1.28,6.99,1.02,5.3,0.253,0.981,0.978
2.09,6,3390,1380,6770,29.2,514,561,1.22,6.62,1.02,0.724,0.139,0.981,0.978
3.14,9,8380,1390,7050,60.3,589,580,1.39,7.57,1.02,12.5,0.247,0.981,0.978
4.16,12,14700,1550,7730,114,644,607,1.66,9.01,1.02,17.4,0.345,0.981,0.978
5.14,15,21600,1920,8470,175,712,637,2.09,11.2,1.03,25.5,0.504,0.981,0.978
6.18,18,29800,2310,8800,246,781,668,2.51,13.4,1.03,34.7,0.687,0.981,0.978
7.15,21,39000,2680,9120,332,831,690,2.98,15.7,1.04,44.5,0.882,0.981,0.978
8.21,24,51000,3090,9300,438,928,731,3.6,18.7,1.04,60.9,1.21,0.981,0.978
9.3,27,72800,3560,9740,645,1080,778,4.53,22.9,1.05,89.8,1.78,0.981,0.978
1.14,3,5670,1370,6640,8.48,616,569,1.29,7.02,1.02,10.9,0.268,0.981,0.979
2.09,6,3410,1380,6770,29.2,513,560,1.22,6.62,1.02,0.313,0.139,0.981,0.979
3.14,9,8380,1390,7050,60.3,589,580,1.39,7.56,1.02,12.4,0.246,0.981,0.979
4.16,12,14700,1550,7730,114,644,606,1.66,9,1.02,17.4,0.344,0.981,0.979
5.14,15,21600,1920,8470,175,711,637,2.09,11.2,1.03,25.4,0.503,0.981,0.979
6.18,18,29800,2310,8800,246,780,668,2.51,13.4,1.03,34.6,0.686,0.981,0.979
7.15,21,39000,2680,9120,332,830,690,2.98,15.7,1.04,44.4,0.88,0.981,0.979
8.21,24,51000,3090,9300,438,927,731,3.6,18.7,1.04,60.8,1.2,0.981,0.979
9.3,27,72800,3560,9750,645,1080,777,4.53,22.9,1.05,89.7,1.78,0.981,0.979
1.14,3,5130,1350,6630,7.3,607,567,1.27,6.9,1.02,20.9,0.264,0.981,0.98
2.09,6,3630,1390,6780,29.8,519,561,1.23,6.66,1.02,0,0.146,0.981,0.98
3.14,9,8380,1390,7050,60.3,588,580,1.39,7.55,1.02,12.4,0.245,0.981,0.98
4.16,12,14700,1550,7730,114,643,606,1.66,8.99,1.02,17.3,0.343,0.981,0.98
5.14,15,21600,1920,8470,175,710,637,2.09,11.2,1.03,25.3,0.502,0.981,0.98
6.18,18,29800,2310,8800,246,778,668,2.51,13.3,1.03,34.6,0.685,0.981,0.98
7.15,21,39000,2680,9120,332,829,689,2.98,15.7,1.04,44.4,0.878,0.981,0.98
8.21,24,51000,3090,9300,438,926,731,3.6,18.6,1.04,60.7,1.2,0.981,0.98
9.3,27,72800,3560,9750,645,1080,777,4.53,22.9,1.05,89.6,1.77,0.981,0.98
1.14,3,4000,1330,6620,6.65,577,562,1.23,6.68,1.02,24.5,0.233,0.981,0.981
2.09,6,3740,1390,6780,30.1,521,562,1.24,6.68,1.02,0,0.149,0.981,0.981
3.14,9,8380,1390,7060,60.3,587,580,1.39,7.54,1.02,12.4,0.245,0.981,0.981
4.16,12,14700,1550,7730,114,642,606,1.66,8.98,1.02,17.3,0.342,0.981,0.981
5.14,15,21600,1920,8470,175,709,637,2.09,11.2,1.03,25.3,0.501,0.981,0.981
6.18,18,29800,2310,8800,246,777,667,2.51,13.3,1.03,34.5,0.683,0.981,0.981
7.15,21,39000,2680,9120,332,828,689,2.98,15.7,1.04,44.3,0.877,0.981,0.981
8.21,24,51000,3090,9300,438,925,731,3.59,18.6,1.04,60.6,1.2,0.981,0.981
9.3,27,72800,3560,9750,645,1080,777,4.53,22.8,1.05,89.5,1.77,0.981,0.981
1.14,3,2780,1330,6620,6.44,542,557,1.19,6.45,1.02,24.8,0.191,0.981,0.982
2.09,6,3850,1390,6780,30.3,524,562,1.24,6.69,1.02,0,0.152,0.981,0.982
3.14,9,8380,1390,7060,60.3,586,580,1.39,7.54,1.02,12.3,0.244,0.981,0.982
4.16,12,14700,1550,7740,114,641,606,1.66,8.97,1.02,17.2,0.341,0.981,0.982
5.14,15,21600,1920,8470,175,708,637,2.09,11.2,1.03,25.2,0.5,0.981,0.982
6.18,18,29800,2310,8800,246,776,667,2.51,13.3,1.03,34.4,0.682,0.981,0.982
7.15,21,39000,2680,9120,332,827,689,2.98,15.7,1.04,44.2,0.875,0.981,0.982
8.21,24,51000,3090,9300,438,924,731,3.59,18.6,1.04,60.5,1.2,0.981,0.982
9.3,27,72800,3560,9750,645,1070,777,4.53,22.8,1.05,89.4,1.77,0.981,0.982
1.14,3,1610,1340,6620,6.72,502,551,1.15,6.21,1.02,19.5,0.142,0.981,0.983
2.09,6,4010,1390,6790,30.6,527,563,1.25,6.72,1.02,0,0.157,0.981,0.983
3.14,9,8380,1390,7060,60.3,585,580,1.39,7.53,1.02,12.3,0.243,0.981,0.983
4.16,12,14700,1550,7740,114,640,606,1.66,8.96,1.02,17.2,0.34,0.981,0.983
5.14,15,21600,1920,8470,175,707,636,2.09,11.2,1.03,25.2,0.498,0.981,0.983
6.18,18,29800,2310,8800,246,775,667,2.51,13.3,1.03,34.4,0.68,0.981,0.983
7.15,21,39000,2680,9120,332,826,689,2.98,15.6,1.04,44.1,0.874,0.981,0.983
8.21,24,51000,3090,9300,438,923,731,3.59,18.6,1.04,60.4,1.2,0.981,0.983
9.3,27,72800,3560,9750,645,1070,777,4.53,22.8,1.05,89.3,1.77,0.981,0.983
1.14,3,1080,1340,6630,7.18,479,548,1.13,6.08,1.02,13.6,0.111,0.981,0.984
2.09,6,4060,1390,6790,30.7,528,563,1.25,6.72,1.02,0,0.158,0.981,0.984
3.14,9,8380,1390,7060,60.3,585,580,1.39,7.52,1.02,12.3,0.243,0.981,0.984
4.16,12,14700,1550,7740,114,639,606,1.66,8.96,1.02,17.2,0.34,0.981,0.984
5.14,15,21600,1920,8470,175,706,636,2.09,11.1,1.03,25.1,0.497,0.981,0.984
6.18,18,29800,2310,8800,246,774,667,2.51,13.3,1.03,34.3,0.679,0.981,0.984
7.15,21,39000,2680,9120,332,825,689,2.98,15.6,1.04,44,0.872,0.981,0.984
8.21,24,51000,3090,9300,438,922,730,3.59,18.5,1.04,60.3,1.2,0.981,0.984
9.3,27,72800,3560,9750,645,1070,777,4.53,22.8,1.05,89.2,1.77,0.981,0.984
1.14,3,923,1360,6640,7.79,467,547,1.12,6.04,1.02,6.53,0.092,0.981,0.985
2.09,6,4450,1390,6800,31.3,538,564,1.26,6.8,1.02,0,0.171,0.981,0.985
3.14,9,8380,1390,7070,60.3,584,579,1.39,7.52,1.02,12.2,0.242,0.981,0.985
4.16,12,14700,1550,7740,114,638,605,1.66,8.95,1.02,17.1,0.339,0.981,0.985
5.14,15,21600,1920,8470,175,705,636,2.09,11.1,1.03,25.1,0.496,0.981,0.985
6.18,18,29800,2310,8800,246,773,667,2.51,13.3,1.03,34.2,0.677,0.981,0.985
7.15,21,39000,2680,9120,332,823,689,2.98,15.6,1.04,44,0.87,0.981,0.985
8.21,24,51000,3090,9300,438,921,730,3.59,18.5,1.04,60.2,1.19,0.981,0.985
9.3,27,72800,3560,9750,645,1070,776,4.52,22.7,1.05,89.1,1.76,0.981,0.985
1.14,3,1260,1380,6660,9.06,473,549,1.14,6.12,1.02,1.5,0.096,0.981,0.986
2.09,6,4430,1390,6800,31.2,537,564,1.26,6.78,1.02,0,0.17,0.981,0.986
3.14,9,8380,1390,7070,60.3,583,579,1.39,7.51,1.02,12.2,0.241,0.981,0.986
4.16,12,14700,1550,7740,114,637,605,1.66,8.94,1.02,17.1,0.338,0.981,0.986
5.14,15,21600,1920,8480,175,704,636,2.09,11.1,1.03,25,0.495,0.981,0.986
6.18,18,29800,2310,8810,246,772,666,2.51,13.3,1.03,34.1,0.676,0.981,0.986
7.15,21,39000,2680,9120,332,822,688,2.98,15.6,1.04,43.9,0.869,0.981,0.986
8.21,24,51000,3090,9300,438,920,730,3.59,18.5,1.04,60.1,1.19,0.981,0.986
9.3,27,72800,3560,9750,645,1070,776,4.52,22.7,1.05,89,1.76,0.981,0.986
1.14,3,1840,1400,6670,10.1,488,552,1.16,6.25,1.02,0.232,0.112,0.981,0.987
2.09,6,4600,1390,6800,31.4,541,565,1.27,6.81,1.02,0,0.175,0.981,0.987
3.14,9,8380,1390,7070,60.3,582,579,1.39,7.5,1.02,12.2,0.241,0.981,0.987
4.16,12,14700,1550,7750,114,637,605,1.66,8.93,1.02,17,0.337,0.981,0.987
5.14,15,21600,1920,8480,175,703,636,2.09,11.1,1.03,25,0.494,0.981,0.987
6.18,18,29800,2310,8810,246,771,666,2.51,13.2,1.03,34.1,0.674,0.981,0.987
7.15,21,39000,2680,9120,332,821,688,2.98,15.6,1.04,43.8,0.867,0.981,0.987
8.21,24,51000,3090,9310,438,919,730,3.59,18.5,1.04,60.1,1.19,0.981,0.987
9.3,27,72800,3560,9750,645,1070,776,4.52,22.7,1.05,88.9,1.76,0.981,0.987
1.14,3,3340,1410,6690,11.2,532,559,1.22,6.56,1.02,0,0.164,0.981,0.988
2.09,6,4890,1390,6800,31.5,548,566,1.28,6.86,1.02,0,0.184,0.981,0.988
3.14,9,8380,1390,7070,60.3,581,579,1.39,7.49,1.02,12.1,0.24,0.981,0.988
4.16,12,14700,1550,7750,114,636,605,1.66,8.92,1.02,17,0.336,0.981,0.988
5.14,15,21600,1920,8480,175,702,636,2.09,11.1,1.03,24.9,0.493,0.981,0.988
6.18,18,29800,2310,8810,246,770,666,2.51,13.2,1.03,34,0.673,0.981,0.988
7.15,21,39000,2680,9120,332,820,688,2.98,15.6,1.04,43.7,0.866,0.981,0.988
8.21,24,51000,3090,9310,438,918,730,3.59,18.5,1.04,60,1.19,0.981,0.988
9.3,27,72800,3560,9750,645,1070,776,4.52,22.7,1.05,88.8,1.76,0.981,0.988
1.14,3,5590,1400,6680,10.4,597,568,1.29,6.97,1.02,0.184,0.242,0.981,0.989
2.09,6,4860,1390,6810,31.5,546,566,1.27,6.85,1.02,0,0.182,0.981,0.989
3.14,9,8380,1390,7080,60.3,581,579,1.39,7.49,1.02,12.1,0.239,0.981,0.989
4.16,12,14700,1550,7750,114,635,605,1.66,8.91,1.02,16.9,0.335,0.981,0.989
5.14,15,21600,1920,8480,175,701,635,2.08,11.1,1.03,24.8,0.492,0.981,0.989
6.18,18,29800,2310,8810,246,769,666,2.51,13.2,1.03,33.9,0.672,0.981,0.989
7.15,21,39000,2680,9120,332,819,688,2.98,15.5,1.04,43.6,0.864,0.981,0.989
8.21,24,51000,3090,9310,438,917,730,3.59,18.4,1.04,59.9,1.19,0.981,0.989
9.3,27,72800,3560,9750,645,1070,776,4.52,22.6,1.05,88.6,1.76,0.981,0.989
1.14,3,6100,1330,6640,6.52,628,569,1.29,6.98,1.02,25.8,0.297,0.981,0.99
2.09,6,5110,1390,6810,31.6,553,566,1.28,6.88,1.02,0,0.19,0.981,0.99
3.14,9,8380,1390,7080,60.3,580,579,1.39,7.48,1.02,12.1,0.239,0.981,0.99
4.16,12,14700,1550,7750,114,634,605,1.66,8.9,1.02,16.9,0.335,0.981,0.99
5.14,15,21600,1920,8480,175,700,635,2.08,11.1,1.03,24.8,0.491,0.981,0.99
6.18,18,29800,2310,8810,246,767,665,2.51,13.2,1.03,33.9,0.67,0.981,0.99
7.15,21,39000,2680,9120,332,818,688,2.98,15.5,1.04,43.6,0.862,0.981,0.99
8.21,24,51000,3090,9310,438,916,729,3.59,18.4,1.04,59.8,1.18,0.981,0.99
9.3,27,72800,3560,9760,645,1070,776,4.52,22.6,1.05,88.5,1.75,0.981,0.99
1.14,3,1830,1320,6630,5.67,511,551,1.15,6.2,1.02,27.7,0.16,0.981,0.991
2.09,6,5450,1390,6810,31.5,561,568,1.29,6.94,1.02,0,0.201,0.981,0.991
3.14,9,8380,1390,7080,60.3,579,578,1.39,7.47,1.02,12,0.238,0.981,0.991
4.16,12,14700,1550,7750,114,633,605,1.66,8.89,1.02,16.9,0.334,0.981,0.991
5.14,15,21600,1920,8480,175,700,635,2.08,11.1,1.03,24.7,0.49,0.981,0.991
6.18,18,29800,2310,8810,246,766,665,2.51,13.2,1.03,33.8,0.669,0.981,0.991
7.15,21,39000,2680,9130,332,817,688,2.98,15.5,1.04,43.5,0.861,0.981,0.991
8.21,24,51000,3090,9310,438,915,729,3.59,18.4,1.04,59.7,1.18,0.981,0.991
9.3,27,72800,3560,9760,645,1070,776,4.52,22.6,1.05,88.4,1.75,0.981,0.991
1.14,3,623,1330,6640,6.54,462,544,1.11,5.94,1.02,16.1,0.097,0.981,0.992
2.09,6,5460,1390,6810,31.5,561,567,1.29,6.93,1.02,0,0.201,0.981,0.992
3.14,9,8380,1390,7080,60.3,578,578,1.39,7.46,1.02,12,0.237,0.981,0.992
4.16,12,14700,1550,7760,114,632,604,1.66,8.88,1.02,16.8,0.333,0.981,0.992
5.14,15,21600,1920,8480,175,699,635,2.08,11.1,1.03,24.7,0.489,0.981,0.992
6.18,18,29800,2310,8810,246,765,665,2.51,13.2,1.03,33.7,0.668,0.981,0.992
7.15,21,39000,2680,9130,332,816,687,2.97,15.5,1.04,43.4,0.859,0.981,0.992
8.21,24,51000,3090,9310,438,913,729,3.59,18.4,1.04,59.6,1.18,0.981,0.992
9.3,27,72800,3560,9760,645,1070,775,4.52,22.6,1.05,88.3,1.75,0.981,0.992
1.14,3,720,1360,6660,8.14,452,545,1.12,5.95,1.02,0,0.073,0.981,0.993
2.09,6,5650,1390,6820,31.4,565,568,1.3,6.96,1.02,0,0.207,0.981,0.993
3.14,9,8380,1390,7090,60.3,577,578,1.39,7.46,1.02,12,0.237,0.981,0.993
4.16,12,14700,1550,7760,114,631,604,1.66,8.87,1.02,16.8,0.332,0.981,0.993
5.14,15,21600,1920,8480,175,698,635,2.08,11,1.03,24.6,0.487,0.981,0.993
6.18,18,29800,2310,8810,246,764,665,2.51,13.2,1.03,33.6,0.666,0.981,0.993
7.15,21,39000,2680,9130,332,815,687,2.97,15.5,1.04,43.3,0.858,0.981,0.993
8.21,24,51000,3090,9310,438,912,729,3.58,18.4,1.04,59.5,1.18,0.981,0.993
9.3,27,72800,3560,9760,645,1060,775,4.52,22.5,1.05,88.2,1.75,0.981,0.993
1.14,3,1050,1380,6680,8.93,461,546,1.13,6.02,1.02,0,0.083,0.981,0.994
2.09,6,5910,1390,6820,31.2,571,569,1.31,7,1.02,0,0.216,0.981,0.994
3.14,9,8380,1390,7090,60.3,577,578,1.39,7.45,1.02,11.9,0.236,0.981,0.994
4.16,12,14700,1550,7760,114,631,604,1.66,8.87,1.02,16.7,0.331,0.981,0.994
5.14,15,21600,1920,8480,175,697,635,2.08,11,1.03,24.6,0.486,0.981,0.994
6.18,18,29800,2310,8810,246,763,665,2.51,13.2,1.03,33.6,0.665,0.981,0.994
7.15,21,39000,2680,9130,332,814,687,2.97,15.5,1.04,43.2,0.856,0.981,0.994
8.21,24,51000,3090,9310,438,911,729,3.58,18.3,1.04,59.4,1.18,0.981,0.994
9.3,27,72800,3560,9760,645,1060,775,4.51,22.5,1.05,88.1,1.75,0.981,0.994
1.14,3,1920,1400,6690,10.4,485,551,1.17,6.22,1.02,0,0.111,0.981,0.995
2.09,6,5990,1390,6820,31.1,573,569,1.31,7.01,1.02,0,0.218,0.981,0.995
3.14,9,8380,1390,7090,60.3,576,578,1.39,7.44,1.02,11.9,0.235,0.981,0.995
4.16,12,14700,1550,7760,114,630,604,1.66,8.86,1.02,16.7,0.331,0.981,0.995
5.14,15,21600,1920,8480,175,696,634,2.08,11,1.03,24.5,0.485,0.981,0.995
6.18,18,29800,2310,8820,246,762,664,2.51,13.1,1.03,33.5,0.664,0.981,0.995
7.15,21,39000,2680,9130,332,813,687,2.97,15.4,1.04,43.2,0.855,0.981,0.995
8.21,24,51000,3090,9310,438,910,729,3.58,18.3,1.04,59.3,1.17,0.981,0.995
9.3,27,72800,3560,9760,645,1060,775,4.51,22.5,1.05,88,1.74,0.981,0.995
1.14,3,2820,1410,6710,11.1,511,556,1.2,6.42,1.02,0,0.142,0.981,0.996
2.09,6,6240,1390,6820,30.8,579,570,1.32,7.04,1.02,0.248,0.227,0.981,0.996
3.14,9,8380,1390,7100,60.3,575,578,1.39,7.44,1.02,11.9,0.235,0.981,0.996
4.16,12,14700,1550,7760,114,629,604,1.66,8.85,1.02,16.7,0.33,0.981,0.996
5.14,15,21600,1920,8480,175,695,634,2.08,11,1.03,24.5,0.484,0.981,0.996
6.18,18,29800,2310,8820,246,761,664,2.51,13.1,1.03,33.5,0.662,0.981,0.996
7.15,21,39000,2680,9130,332,812,687,2.97,15.4,1.04,43.1,0.853,0.981,0.996
8.21,24,51000,3090,9310,438,909,728,3.58,18.3,1.04,59.2,1.17,0.981,0.996
9.3,27,72800,3560,9760,645,1060,775,4.51,22.4,1.05,87.9,1.74,0.981,0.996
1.14,3,3970,1410,6710,11.3,544,561,1.24,6.63,1.02,0,0.181,0.981,0.997
2.09,6,6360,1390,6820,30.5,582,570,1.32,7.06,1.02,1.03,0.232,0.981,0.997
3.14,9,8380,1390,7100,60.3,574,578,1.39,7.43,1.02,11.8,0.234,0.981,0.997
4.16,12,14700,1550,7770,114,628,604,1.66,8.84,1.02,16.6,0.329,0.981,0.997
5.14,15,21600,1920,8480,175,694,634,2.08,11,1.03,24.4,0.483,0.981,0.997
6.18,18,29800,2310,8820,246,760,664,2.51,13.1,1.03,33.4,0.661,0.981,0.997
7.15,21,39000,2680,9130,332,811,687,2.97,15.4,1.04,43,0.851,0.981,0.997
8.21,24,51000,3090,9310,438,908,728,3.58,18.3,1.04,59.1,1.17,0.981,0.997
9.3,27,72800,3560,9760,645,1060,775,4.51,22.4,1.05,87.8,1.74,0.981,0.997
1.14,3,5750,1400,6700,10.4,593,568,1.3,6.94,1.02,0,0.241,0.981,0.998
2.09,6,6470,1390,6820,30.3,585,570,1.32,7.06,1.02,2.24,0.236,0.981,0.998
3.14,9,8380,1390,7100,60.3,573,577,1.39,7.42,1.02,11.8,0.233,0.981,0.998
4.16,12,14700,1550,7770,114,627,603,1.66,8.83,1.02,16.6,0.328,0.981,0.998
5.14,15,21600,1920,8490,175,693,634,2.08,11,1.03,24.4,0.482,0.981,0.998
6.18,18,29800,2310,8820,246,759,664,2.51,13.1,1.03,33.3,0.66,0.981,0.998
7.15,21,39000,2680,9130,332,810,686,2.97,15.4,1.04,42.9,0.85,0.981,0.998
8.21,24,51000,3090,9310,438,907,728,3.58,18.3,1.04,59,1.17,0.981,0.998
9.3,27,72800,3560,9760,645,1060,775,4.51,22.4,1.05,87.7,1.74,0.981,0.998
1.14,3,6880,1380,6700,9.17,627,571,1.33,7.1,1.02,1.34,0.285,0.981,0.999
2.09,6,6440,1390,6830,30.3,583,570,1.32,7.05,1.02,1.74,0.234,0.981,0.999
3.14,9,8380,1390,7100,60.3,573,577,1.39,7.42,1.02,11.8,0.233,0.981,0.999
4.16,12,14700,1550,7770,114,626,603,1.66,8.82,1.02,16.5,0.327,0.981,0.999
5.14,15,21600,1920,8490,175,692,634,2.08,11,1.03,24.3,0.481,0.981,0.999
6.18,18,29800,2310,8820,246,758,664,2.51,13.1,1.03,33.2,0.658,0.981,0.999
7.15,21,39000,2680,9130,332,810,686,2.97,15.4,1.04,42.8,0.848,0.981,0.999
8.21,24,51000,3090,9310,438,906,728,3.58,18.2,1.04,58.9,1.17,0.981,0.999
9.3,27,72800,3560,9760,645,1060,774,4.51,22.4,1.05,87.6,1.73,0.981,0.999
1.14,3,6800,1340,6670,7.05,634,570,1.31,7.04,1.02,21,0.306,0.981,1
2.09,6,6640,1380,6830,29.7,589,570,1.33,7.08,1.02,4.02,0.243,0.981,1
3.14,9,8380,1390,7110,60.3,572,577,1.39,7.41,1.02,11.7,0.232,0.981,1
4.16,12,14700,1550,7770,114,626,603,1.66,8.81,1.02,16.5,0.326,0.981,1
